timestamp,visitorid,event,itemid,transactionid
1438886676300,1018616,transaction,418609,12973.0
1433215541074,72338,view,393111,
1433174075489,452021,view,96680,
1433350177868,1093035,transaction,424421,83.0
1433184154046,1267461,view,179208,
1433167860794,274748,view,437293,
1433216961517,75384,view,418572,
1433194546572,374447,view,126396,
1434342347656,739679,addtocart,406376,
1434316872954,1143383,addtocart,267347,
1433206333108,1377003,view,336492,
1433184487382,152567,view,370653,
1433268054794,167489,transaction,374554,10050.0
1434007261982,250372,addtocart,22327,
1438992065727,875441,transaction,259011,3213.0
1433782406715,274152,addtocart,17478,
1433176629481,305773,view,356743,
1433193351267,672710,view,77173,
1433293304202,1167802,addtocart,341767,
1433204258796,281241,view,181371,
1434762875854,285368,transaction,272527,14964.0
1434734227262,792642,addtocart,77733,
1433222184453,693137,view,202373,
1433268510501,213145,transaction,205139,4072.0
1433215043619,639183,view,303023,
1433613061587,431811,transaction,144675,14291.0
1434003087019,1211914,addtocart,241274,
1433162052789,438352,view,110597,
1433199322115,805473,view,274021,
1440833921697,110561,transaction,307770,12616.0
1433395255395,826640,addtocart,465226,
1433181624412,1251625,view,405262,
1434402463336,566009,addtocart,315769,
1433738867656,237614,transaction,379273,3149.0
1433458878112,503857,transaction,372188,17112.0
1433522872225,390879,addtocart,34020,
1433184244624,245498,view,189381,
1433215631861,1023349,view,172689,
1433172348205,293431,view,258641,
1434132124755,748040,transaction,456951,8432.0
1433185732914,1132593,view,105048,
1434775118202,1198664,addtocart,238911,
1433181710046,954153,view,371470,
1433446159587,311656,addtocart,109025,
1434664428932,1365841,transaction,276282,6574.0
1433205717299,1026393,view,318789,
1434588276061,662500,addtocart,399192,
1433195901386,301849,view,260415,
1433685256999,1313816,addtocart,339464,
1433313236007,424643,transaction,309005,10271.0
1433154528855,1057128,view,198061,
1433212504917,698522,view,445394,
1434566908558,1322552,addtocart,382751,
1433198608445,1195369,view,378621,
1433951396249,1263156,addtocart,405545,
1434385316737,1281908,addtocart,207430,
1434393479382,478673,addtocart,259906,
1433695415754,1387650,addtocart,379739,
1433224795564,1109336,view,261695,
1433180227425,286616,view,226695,
1433267406869,842636,addtocart,131131,
1433194735401,1210904,view,398756,
1439258555979,402224,transaction,244010,4735.0
1433197320592,155417,view,208975,
1433192554650,1057088,view,175146,
1433208505062,625477,view,72407,
1433221248222,1360887,view,204989,
1438745815949,1368970,transaction,213695,12170.0
1441227205683,361339,transaction,20388,11387.0
1433198885605,84327,view,264774,
1433638762755,184420,addtocart,431028,
1435641510216,275823,transaction,365889,7552.0
1440023626215,472290,transaction,151636,12151.0
1434584303114,1207006,addtocart,52653,
1433188737367,610652,view,224614,
1433217952186,249153,view,204038,
1433917878426,1258928,transaction,318225,3812.0
1440036529199,869081,transaction,415160,4295.0
1439661904754,464410,transaction,218794,9831.0
1433965319019,1143383,transaction,84321,7870.0
1433207648778,1083638,view,71334,
1433551290746,138131,transaction,342288,8170.0
1441057915691,1001317,transaction,320130,13416.0
1439243667583,152963,transaction,171427,15252.0
1434695280824,132903,addtocart,448214,
1433358559288,438441,transaction,272318,2623.0
1433220158528,254621,view,404936,
1440809220964,426015,transaction,457119,2250.0
1433191538364,1194104,view,346380,
1433191827012,1321644,view,278445,
1433196817821,820159,view,387373,
1434692194634,27057,addtocart,238420,
1433183365586,1234194,view,409272,
1433457286265,510743,addtocart,404763,
1433206210678,159181,view,413990,
1434221655205,221099,addtocart,361431,
1439585729977,192619,transaction,58123,16190.0
1434119038991,788888,addtocart,200242,
1433208774900,145520,view,353221,
1434471790153,46535,addtocart,380440,
1433166424110,260255,view,86861,
1434603516463,101977,addtocart,194325,
1433540708278,1341202,addtocart,381352,
1433859992713,658770,addtocart,316753,
1433185184127,262817,view,357371,
1433974923379,750063,addtocart,450455,
1433197698663,520345,view,402816,
1433211121818,463244,view,389550,
1433191607293,962568,view,310702,
1439418311034,861299,transaction,155188,17006.0
1433459035331,986333,addtocart,383521,
1433520435171,573137,addtocart,408963,
1433144986474,467993,view,243601,
1434414891908,43775,transaction,429721,16092.0
1440442684944,603616,transaction,409804,6614.0
1433211470015,1273782,view,2820,
1433222697994,847054,view,411501,
1433196191276,675901,view,340921,
1433206147348,915604,view,60920,
1439537924474,485699,transaction,161205,16513.0
1438966025130,969860,transaction,432480,1070.0
1433182441703,369881,view,1543,
1439702458005,60025,transaction,215363,10490.0
1434060027785,1150086,addtocart,277638,
1433357072676,1002060,addtocart,427952,
1433165814931,518746,view,388800,
1433192815986,1066556,view,40137,
1433187851960,998272,view,353655,
1433175186893,1215544,view,182746,
1433216000338,910872,view,385138,
1434588070064,271551,addtocart,17757,
1433167451711,1186273,view,233472,
1433179304695,1375654,view,276567,
1433198964688,608628,view,57245,
1433203879772,715753,view,457970,
1439345787636,530559,transaction,56323,3053.0
1434059913255,76757,transaction,89775,8570.0
1438706251482,1385073,transaction,400077,10524.0
1433224733131,949379,view,310791,
1433191726240,1156627,view,55822,
1433894994434,1158677,addtocart,33912,
1433226843554,1002150,addtocart,307322,
1434047183883,871303,addtocart,272596,
1434389361844,831413,transaction,126307,14337.0
1433185432557,636923,view,464116,
1433178133148,350566,view,275580,
1433218600301,168685,addtocart,210009,
1433214744670,419622,view,208505,
1433205283403,404403,view,330506,
1434668064590,551756,addtocart,93397,
1433203987573,485566,view,449010,
1433214877236,412512,view,463280,
1434605169085,213393,addtocart,31098,
1433224073180,759369,view,20690,
1438731659534,142099,transaction,116624,11931.0
1433447684675,819396,addtocart,357541,
1433183928035,365826,view,454672,
1433434799916,437238,addtocart,234051,
1433181031878,473698,view,261582,
1433380896403,777788,addtocart,165773,
1433200004156,1048223,view,126216,
1433179899139,322407,view,260384,
1440640408460,933700,transaction,193990,5217.0
1434177558441,643253,addtocart,391118,
1433174912061,1223889,view,378688,
1433151953287,1332125,view,263993,
1433723355303,828997,addtocart,396713,
1433268238490,213145,addtocart,205139,
1433166261895,1077274,view,372328,
1433187060234,1121940,view,68977,
1434253999624,360921,addtocart,275701,
1433161522695,417915,view,254477,
1433214362401,1095547,view,220112,
1433207347166,411170,view,259395,
1433182913691,1236753,transaction,185179,10874.0
1434460176112,339222,addtocart,83837,
1433203095306,1071579,view,161553,
1434521488938,604058,addtocart,249881,
1433201543957,454306,view,449819,
1433216679014,996134,view,461180,
1434258426698,1305909,addtocart,81346,
1433171862538,666399,view,241755,
1433216403325,996134,view,117536,
1440779820224,1350128,transaction,264456,9673.0
1433209149356,944176,view,96684,
1433629289523,162352,addtocart,396619,
1435680794350,1017137,transaction,286620,7090.0
1433199345851,749739,view,197968,
1433139535489,1007133,view,331782,
1433380370662,438441,addtocart,211561,
1434301407202,1211498,addtocart,434825,
1433192693894,1057088,view,334432,
1439337618841,861299,transaction,101617,17588.0
1434661784273,765630,transaction,464731,3645.0
1440289910377,1156452,transaction,300878,2170.0
1433181779215,636798,view,119628,
1433219313322,1095549,view,34212,
1433223587786,77112,view,97879,
1433215845020,1049639,view,173291,
1434484350995,279876,transaction,114137,3854.0
1438513347038,1310033,transaction,23055,9827.0
1435158943081,548772,transaction,291152,337.0
1433350219266,57905,addtocart,459583,
1433201058898,32941,view,337046,
1433188889446,789582,view,67081,
1433161287956,907705,view,397188,
1433518282876,151801,addtocart,332492,
1439487698801,1165148,transaction,211579,9797.0
1440618022975,1220633,transaction,49676,5118.0
1433173595897,90479,view,435167,
1434667565957,551756,addtocart,21087,
1433175019595,492165,view,371424,
1435682385028,1126569,transaction,238822,12190.0
1433184234610,607608,view,220513,
1440000071545,1126569,transaction,190606,934.0
1433194202131,374261,view,190888,
1440095251799,457028,transaction,237602,183.0
1440447303217,69044,transaction,91941,3597.0
1433188906730,837362,view,49967,
1439938598614,530559,transaction,379013,15865.0
1433208581606,286616,view,182351,
1433443622539,81027,addtocart,254861,
1433904745251,326176,addtocart,281735,
1440101430189,1181848,transaction,220513,14395.0
1433956772072,1143383,addtocart,62206,
1433199963076,1075467,view,17306,
1433959543518,460599,addtocart,360200,
1434592299065,248693,addtocart,82707,
1433211297618,841595,view,34520,
1433196916334,817145,view,103076,
1433558958429,982849,addtocart,158114,
1433213772598,44895,view,174529,
1439390522685,283477,transaction,171875,11339.0
1434692955356,341533,addtocart,396185,
1433217865657,1063471,view,26301,
1433219906599,306088,view,281442,
1433281430657,85555,transaction,368283,17285.0
1433178745679,1136743,view,204116,
1433197730487,284719,view,133689,
1438705701759,1385073,transaction,176923,229.0
1434653636126,576828,addtocart,220136,
1433183846346,486342,view,366746,
1433199371629,404403,view,152148,
1433202121604,319617,view,369933,
1433213621702,154784,view,359375,
1440093809416,1042112,transaction,228863,15149.0
1433166291172,273137,view,310578,
1433192054148,777604,view,347974,
1433200235210,645278,view,381003,
1433184836257,77390,view,349388,
1434570144921,214762,transaction,277271,4470.0
1433208197699,115294,view,448044,
1441198533078,952904,transaction,43481,5122.0
1433208558795,1318394,transaction,318333,11413.0
1434423863271,934767,addtocart,98282,
1433208821706,227125,view,262063,
1433195016078,82627,view,43864,
1433214767419,412512,view,398577,
1433191126225,417939,view,171610,
1434242578747,345276,transaction,19629,231.0
1433151539620,1024580,view,343256,
1440349201106,247235,transaction,380511,11147.0
1433182339766,457035,addtocart,24855,
1433215836930,423384,view,138789,
1433175555408,506856,view,430703,
1433176796705,350566,view,379520,
1433195409773,1334996,view,189392,
1433177526411,971196,view,119670,
1433202366904,157746,view,180477,
1433191977181,1161163,view,246997,
1434429927350,201718,addtocart,273872,
1433183091512,565762,view,225235,
1433206316850,1202832,view,410258,
1433168469598,888683,view,342691,
1433218467150,662168,view,184628,
1433216341176,934835,addtocart,332918,
1433208107151,403755,view,51755,
1433353271539,741296,addtocart,572,
1433167015720,1302342,view,144097,
1433211299191,169713,view,118438,
1433176291907,278182,view,374391,
1433181002329,842444,view,215961,
1433170138826,36273,view,224779,
1433189057763,1220013,view,287715,
1433166590613,797667,view,240013,
1434402084920,516261,addtocart,68857,
1434490391513,1065940,transaction,406133,16543.0
1439317267558,931900,transaction,13951,4955.0
1433199606922,948208,view,54980,
1433963948807,158533,addtocart,181202,
1440444687987,909277,transaction,65808,15908.0
1433778664492,213145,addtocart,2142,
1433733233007,854310,addtocart,175485,
1434109788849,701549,addtocart,325310,
1433200762939,1253762,view,211259,
1434346725270,788643,addtocart,262177,
1433190859675,832581,view,12217,
1433221784598,761633,view,450455,
1433192782260,469785,view,203217,
1440925138617,661931,transaction,145730,15107.0
1440355698128,312587,transaction,268883,7714.0
1441222268603,1195643,transaction,71836,4886.0
1434384341227,371604,addtocart,101698,
1434323836602,1150088,transaction,80858,15817.0
1433206274156,224531,view,466182,
1433996165154,1098863,addtocart,327946,
1433210785907,1139231,view,450209,
1440597736935,86690,transaction,278272,4727.0
1433214469072,1404116,view,126044,
1440179056327,645525,transaction,318117,5354.0
1433177420990,1100831,view,5813,
1433180923893,1093035,view,251734,
1434147734380,1071806,addtocart,255344,
1433216032470,1119451,view,422425,
1433183002828,130434,view,132301,
1440967754961,656771,transaction,196629,2234.0
1435276628059,354447,transaction,41295,6008.0
1433179095128,760327,view,288172,
1439581001030,818334,transaction,119383,11752.0
1433177984102,147800,view,123175,
1433195325032,464674,view,364825,
1434742749338,989759,addtocart,148103,
1433364122263,681772,addtocart,3563,
1440019393418,939961,transaction,393055,1125.0
1434067334086,1161163,transaction,5848,2104.0
1434667649682,366911,transaction,324209,15870.0
1433195334137,751231,view,250618,
1433806016254,339347,addtocart,276821,
1438454893146,1150086,transaction,242035,11350.0
1434087829325,107452,addtocart,107109,
1433473207243,1011200,addtocart,290045,
1433783786653,1212999,addtocart,222772,
1433178256779,473720,view,266999,
1439963124698,330565,transaction,289103,8648.0
1433462531492,633063,addtocart,312728,
1435376880447,335768,transaction,90931,14645.0
1434472487072,1361549,addtocart,422679,
1433222135226,712443,view,67387,
1433207501574,1333711,view,416280,
1434847091886,291482,transaction,333986,9200.0
1438813315203,1271092,transaction,380226,16322.0
1433180059196,348224,view,340921,
1439396053661,1385073,transaction,277490,758.0
1433190008124,248474,view,340184,
1433220036922,33952,view,225824,
1438816551881,346435,transaction,328848,5115.0
1433875791855,859462,addtocart,85945,
1433185873485,160254,view,234255,
1433201974747,1222669,view,26210,
1433182588929,485265,view,457189,
1440442684582,1163985,transaction,409804,9665.0
1433197522212,1089652,view,192251,
1434954206461,661164,transaction,382885,7875.0
1434496320257,302544,transaction,214737,16027.0
1433184955629,323563,view,58083,
1433902826534,87660,transaction,292516,17355.0
1439333086650,1367426,transaction,15327,12731.0
1434829797774,1188944,addtocart,183230,
1439448694454,989290,transaction,158709,9761.0
1433176002666,1080654,view,179033,
1433820557735,228002,addtocart,257635,
1433174474842,1369439,view,233974,
1433783140308,358176,addtocart,457135,
1433174609236,273406,view,134825,
1434577051379,684514,addtocart,197422,
1434377773242,874381,addtocart,233439,
1440976594362,530559,transaction,16813,14996.0
1433223183902,768568,view,409956,
1435279207319,1266096,transaction,270320,4636.0
1433209525571,231523,view,134629,
1438513347038,1310033,transaction,198954,9827.0
1433215819097,1048487,view,17189,
1433174467797,1056912,view,110515,
1433214279066,277879,view,403253,
1433785597630,841939,transaction,448494,4827.0
1433206369353,1274442,view,315545,
1440181938056,17676,transaction,443931,15852.0
1433169615085,1364162,view,315543,
1433217799850,555263,view,277609,
1433163778368,1299046,view,6656,
1434165783549,859673,addtocart,75666,
1439412533320,1365156,transaction,333989,10021.0
1433610476151,138131,addtocart,290465,
1434503965600,1361558,addtocart,204986,
1433142302317,157419,view,103782,
1433149642625,771064,view,251868,
1433221298071,918159,view,91105,
1433351258000,57905,addtocart,30336,
1433220129631,492414,view,209155,
1433909914050,784517,addtocart,208939,
1433185825539,508019,view,127722,
1433460172250,1224659,transaction,204777,16998.0
1433188101858,464328,view,48019,
1440026577325,876319,transaction,316976,14612.0
1433197219705,903415,view,20444,
1439663100424,753494,transaction,463930,6531.0
1433172419635,924188,view,8853,
1433224406964,759369,view,278222,
1433186417137,58469,view,257459,
1433222694858,789984,view,425682,
1440944400807,576252,transaction,117977,16270.0
1433806615503,63208,transaction,362606,16249.0
1433195148992,751231,view,250618,
1433188880823,392700,addtocart,243355,
1433173540277,325929,view,5440,
1439498251915,519955,transaction,46671,4987.0
1433433345094,40627,addtocart,216271,
1433192915664,494379,view,311652,
1433200296128,661890,view,173974,
1433169015898,1364162,view,315543,
1433180099652,200741,view,333631,
1434086369434,144274,addtocart,181576,
1433422757422,39928,addtocart,187132,
1433211504119,638616,view,365600,
1433191235389,231037,view,462983,
1433395987717,1201752,addtocart,265966,
1433182811483,1287261,view,301208,
1433174722775,108000,view,31886,
1433166077070,215952,addtocart,9635,
1433181342860,1320945,view,315973,
1433138725807,1373843,view,60921,
1435619135883,371606,transaction,220797,1514.0
1433197386466,486337,view,230405,
1433196362127,381316,view,364920,
1433174281844,31955,view,260957,
1434506810663,1230433,addtocart,174208,
1433186305931,639964,view,360258,
1433222178829,308248,view,4720,
1434664897798,958461,addtocart,36374,
1433913366855,1196552,addtocart,261351,
1434438121867,349829,addtocart,268335,
1434836829562,1122758,transaction,13193,17553.0
1433393626284,1354658,transaction,245409,10664.0
1438628575262,1398978,transaction,49405,10659.0
1433188758634,256367,view,248679,
1433170575702,393933,view,458608,
1438964693299,1243437,transaction,57841,15959.0
1439487698801,1165148,transaction,316722,9797.0
1433210257070,908370,view,106786,
1434580304722,463078,addtocart,126050,
1433200953595,713850,view,354233,
1439911136490,78755,transaction,48030,10238.0
1433198462193,252658,view,288863,
1433738409847,998383,addtocart,428257,
1433726668704,1075423,transaction,437128,12214.0
1434465230245,764821,addtocart,206266,
1433188699574,945770,view,133724,
1433200299420,1152515,view,227605,
1435163011001,952246,transaction,149253,6743.0
1434514785591,367087,addtocart,179372,
1433194337395,1264233,view,297513,
1433223430256,953639,view,89662,
1433183171594,508015,view,215868,
1433185105737,229359,view,78659,
1435166128201,1194567,transaction,49257,5335.0
1433204042162,1121397,view,98721,
1433219880808,1199530,view,115696,
1433551311615,85117,addtocart,278214,
1434850698880,530559,transaction,458277,5714.0
1433196388532,914213,view,357531,
1433223822717,821387,view,323718,
1433193183932,821314,view,297652,
1433267969240,316850,addtocart,312728,
1434833373840,397738,transaction,400533,6002.0
1433179061902,760327,view,333208,
1433157114044,600745,view,166285,
1433194909264,500677,view,466472,
1433223643340,112175,view,430845,
1434038316697,218729,addtocart,66484,
1433164258525,131868,view,227698,
1433222623158,402205,view,46130,
1433900123979,51503,addtocart,217230,
1433174111801,442414,view,380944,
1433179674367,30736,view,227458,
1433191598488,765834,view,179601,
1433178965848,1382480,view,192569,
1433169958256,558524,view,389792,
1434832418049,919028,addtocart,287279,
1433186517071,598167,view,161633,
1434600520900,1268760,transaction,123995,12029.0
1433202404189,983988,view,302478,
1433273005180,629905,addtocart,417516,
1433961281378,76757,transaction,119736,7349.0
1433278666345,453788,addtocart,260545,
1433169040671,1302342,view,144097,
1433217869852,1198893,view,370653,
1440883853896,433791,transaction,302142,2853.0
1434681779115,1373888,addtocart,405629,
1433189779146,993816,view,158862,
1433189565521,33746,view,453310,
1433524606748,138131,addtocart,420960,
1433180140133,820159,view,102573,
1433171895242,1094964,view,70773,
1438652066134,152963,transaction,119736,14575.0
1433219607577,255540,view,347657,
1434850244877,765630,addtocart,255947,
1433191688115,707826,view,286662,
1433185391974,663327,view,316799,
1434665856334,836635,transaction,436115,3460.0
1434570226318,1213873,addtocart,224832,
1433168264888,275811,view,27724,
1433187763225,979075,view,11175,
1434412377727,44315,addtocart,455570,
1433411508738,1295122,addtocart,218894,
1433213536076,584331,view,296968,
1433215065431,621474,view,217068,
1433195137505,469194,addtocart,432925,
1434045144857,696363,addtocart,446306,
1433353145817,163561,transaction,277139,16635.0
1433802601161,100539,transaction,214847,5324.0
1439249486086,1350547,transaction,422329,6698.0
1433215152313,405946,view,273089,
1434575619827,684514,transaction,187934,111.0
1440642006868,491192,transaction,418560,6349.0
1433182063680,1169463,view,426661,
1433455876250,422351,addtocart,320181,
1433194881400,567710,view,161623,
1438628575325,1398978,transaction,87675,10659.0
1433172475335,1027972,view,251092,
1439419155879,246785,transaction,64747,2566.0
1434428178290,789011,addtocart,126623,
1434212487208,191023,addtocart,222888,
1435347266378,548772,transaction,185167,3847.0
1440768479467,280361,transaction,152037,2376.0
1433197451075,820159,view,336393,
1438631322063,630627,transaction,303573,2090.0
1433738601079,570716,transaction,117075,8457.0
1433369136784,438441,addtocart,29940,
1433186278821,1020090,view,327424,
1438537147879,1198289,transaction,58663,5246.0
1441144628750,1278635,transaction,427979,724.0
1435010294607,327414,transaction,59003,12778.0
1433199320789,1210904,view,398756,
1438717803797,109184,transaction,321379,10056.0
1439411754943,861299,transaction,84475,5090.0
1433178397816,737025,view,56036,
1440422651411,757132,transaction,404035,7276.0
1434584682173,684514,transaction,440912,14498.0
1433310304308,960928,transaction,448119,2037.0
1433184448385,1109373,view,54036,
1433370650322,438441,addtocart,225877,
1433169177234,307542,view,346223,
1433200018674,394216,view,190172,
1433196768829,272626,view,239586,
1440791618841,417153,transaction,444741,17039.0
1433195092799,1244353,view,197865,
1433212737924,491902,view,438695,
1433214062251,1369792,view,91215,
1433219088102,1305284,view,53776,
1433223708637,791544,view,248626,
1433195878852,1093035,view,71733,
1433464878323,503857,addtocart,36864,
1433187806700,404403,view,199697,
1433202357053,217996,view,174081,
1433173596773,1021767,view,452852,
1438838683657,1041389,transaction,461686,11566.0
1434569264664,684514,transaction,251381,17589.0
1433198256806,286616,view,456056,
1435178207617,952246,transaction,227311,6617.0
1433179386768,417298,view,83492,
1433359411104,513924,addtocart,249666,
1434181371008,1210202,addtocart,390694,
1433171839748,885096,view,156110,
1434498962450,1351788,transaction,432800,11096.0
1433203892914,476422,view,399290,
1433175767439,615793,view,355994,
1433184546878,159975,view,16082,
1433194547639,1015518,view,257040,
1434770895792,968647,transaction,448124,5876.0
1435284958859,152420,transaction,256655,11259.0
1433209061173,843239,view,262521,
1433198361214,1242236,view,15312,
1433160105883,868406,view,433761,
1433218142262,133216,view,419128,
1433224130759,223343,view,369150,
1434470025810,1161163,transaction,118318,13033.0
1433180619519,1188694,view,440370,
1440990799448,1104771,transaction,218881,16616.0
1433973019439,219788,transaction,451600,422.0
1433218746802,98643,view,420960,
1433194887462,485900,view,232650,
1434401280465,1034893,addtocart,20799,
1433209102286,62949,view,255708,
1433218356517,1218306,addtocart,226598,
1434408201961,628857,addtocart,461686,
1433184038807,1378856,view,54058,
1441071739902,530559,transaction,384302,12242.0
1433292748924,1167802,addtocart,165019,
1433778663410,213145,addtocart,2142,
1433703896003,411278,addtocart,466034,
1434296080134,138131,transaction,458608,11875.0
1438991935694,152963,transaction,164828,12218.0
1433191244408,145025,view,205552,
1433575731972,903507,transaction,122604,10956.0
1433242909493,425069,transaction,25688,5313.0
1440964628169,1179152,transaction,173653,7251.0
1434056274258,755206,addtocart,4959,
1433210458721,894557,view,285309,
1433180938172,1349637,view,422425,
1433176799920,1002559,view,57561,
1440531093154,584257,transaction,134484,12012.0
1433167506657,382015,view,151444,
1439918566203,575634,transaction,78523,17551.0
1433252213620,400158,addtocart,160272,
1435001993863,836635,transaction,353364,2836.0
1433193948993,690053,view,421615,
1433457561195,253924,addtocart,92466,
1433209820961,942661,view,347606,
1433182117376,61715,view,179733,
1433201337342,1022401,view,238059,
1433224145458,384763,view,76337,
1434476615441,897665,addtocart,383100,
1433191474829,1059878,view,231238,
1434750102273,17924,addtocart,317827,
1433201148861,117529,view,114256,
1433187849451,47072,view,75578,
1439303807143,1189339,transaction,464496,5289.0
1440278130452,327031,transaction,79371,8434.0
1433186773655,1093035,view,325585,
1433215663322,1396426,view,116578,
1440985071624,950153,transaction,109544,8844.0
1434937507788,846617,transaction,51969,9580.0
1433211334081,936633,view,102004,
1434064923740,233844,addtocart,278586,
1433139385489,298867,view,426786,
1434467487625,890832,addtocart,432357,
1433220025644,543510,view,125159,
1439831515866,797409,transaction,417927,3919.0
1438569496885,308421,transaction,331244,1586.0
1433182747763,722347,view,456365,
1433194773521,731686,view,228068,
1440346138747,1018526,transaction,77189,6361.0
1433293240909,1142400,addtocart,278830,
1433198343782,1105246,view,195918,
1434257671447,1251411,addtocart,358348,
1434721569293,804842,addtocart,328025,
1433165380171,148513,view,41217,
1433159167848,855083,view,291221,
1433218405910,1218306,view,226598,
1433213552401,837943,view,365646,
1433170572646,90289,view,350629,
1439498141346,951430,transaction,222268,9848.0
1433173597008,1016615,view,172497,
1433223456028,800456,view,32765,
1433208681705,911606,view,376875,
1433198937425,1245298,view,218364,
1433873231563,1050806,addtocart,111530,
1435010995453,76757,transaction,386527,36.0
1433204291375,911093,addtocart,251130,
1433220041760,469342,view,270404,
1433168919529,1233546,view,356301,
1440435354042,1154310,transaction,125831,4528.0
1433215663195,526173,view,87076,
1433191711059,409263,view,360173,
1433210298076,58357,view,224557,
1434826663128,545211,addtocart,234255,
1433184290774,960580,view,152236,
1433204561918,1102443,view,237095,
1434328165025,138131,addtocart,141480,
1433198889334,106334,view,345088,
1433188213455,1360678,view,105876,
1433183205190,362229,view,438801,
1433198794657,1139092,view,86369,
1433982907099,643245,addtocart,320901,
1434739955380,828308,transaction,255725,4904.0
1433198304679,841510,view,340825,
1433184937073,1342388,view,7943,
1433221545336,191755,view,65437,
1433781856046,147154,addtocart,113440,
1433695907693,947893,addtocart,207898,
1434384130174,1065255,addtocart,67814,
1441249487222,726478,transaction,355671,13231.0
1433176754784,337918,view,429399,
1441236649935,994820,transaction,30383,9510.0
1433275976637,331270,transaction,180751,12271.0
1433198326859,671906,view,456005,
1433791969749,170618,transaction,54698,14866.0
1433205005502,806835,view,299677,
1433172750093,829670,view,28144,
1433192182241,605852,view,80435,
1433219388349,1262437,view,61847,
1433182923465,1210904,view,381265,
1433174831673,350566,view,229912,
1433201325443,633338,view,413990,
1434046392937,95853,addtocart,25680,
1433193534194,198036,view,337335,
1433208273196,1105950,view,225612,
1439400243318,518659,transaction,326846,12724.0
1433195870270,1091891,view,185946,
1433176485637,910087,view,118894,
1434488341809,1293617,addtocart,99667,
1433281190460,723092,transaction,406121,13303.0
1433221466708,559189,view,420689,
1433177006132,306465,view,15320,
1435110719152,1075423,transaction,405714,2469.0
1433215297131,584761,view,90240,
1433209419047,1357915,view,164027,
1434336481940,667569,addtocart,218170,
1433221419423,1213673,addtocart,343861,
1440200832220,152963,transaction,234255,10325.0
1439153614480,130492,transaction,415833,2433.0
1433184777819,1298473,view,335975,
1434125022519,1000518,addtocart,356029,
1433214777086,602450,view,439672,
1434673986727,138131,addtocart,407078,
1433622852497,1123106,addtocart,118408,
1433208455866,751925,view,240582,
1433218739021,572783,view,242905,
1433198341657,638482,view,10947,
1434388827252,845701,transaction,49676,1656.0
1440017701984,530559,transaction,127593,3448.0
1433173383005,421883,view,64145,
1434749394761,304325,transaction,322342,8223.0
1433167481287,1337422,view,259574,
1433886515551,1293841,addtocart,416697,
1433210394328,1169423,view,230034,
1439351592916,1215171,transaction,310944,9849.0
1433223282257,1296456,view,16710,
1433191911991,828837,view,116943,
1433179750146,286616,view,168671,
1433219361627,955787,view,361818,
1434613041102,716302,addtocart,268973,
1441251467076,187991,transaction,350384,3939.0
1433194528842,1217410,view,362051,
1440186443320,899857,transaction,348728,6650.0
1433179241307,212972,view,428952,
1434346701097,788643,addtocart,262177,
1441218456543,242105,transaction,408737,10585.0
1433172063933,478770,view,124211,
1433182007342,1075456,view,132445,
1434741166394,282354,addtocart,395091,
1433198676246,611520,view,183574,
1433195136791,455265,addtocart,308510,
1433197786151,583135,view,456784,
1433211603517,1386432,view,271601,
1433185000144,417220,view,243470,
1434154712526,460601,transaction,437382,7216.0
1433207512134,737621,view,386697,
1433195616229,646928,view,407998,
1433223748954,1002365,view,415610,
1439919696064,1011964,transaction,131118,10745.0
1433339271133,494239,addtocart,177179,
1433789420527,841939,addtocart,122604,
1433197171379,670077,view,17478,
1440051155263,1206877,transaction,66405,6390.0
1434054903128,1284340,addtocart,307322,
1439933337449,861299,transaction,213334,10509.0
1434824766360,436683,addtocart,125202,
1434084745440,1115960,addtocart,302329,
1433214452054,474385,view,449489,
1434739138937,178782,addtocart,11670,
1433146226566,718512,view,359097,
1433187561210,1319258,view,103739,
1434170348702,146213,addtocart,293420,
1440884120443,295727,transaction,37976,5862.0
1440785151049,218828,transaction,210571,5958.0
1433215866262,214720,view,428257,
1433218225704,414411,view,431836,
1434394880337,1002471,addtocart,83981,
1433881659944,156657,addtocart,303715,
1433193717257,549712,view,269452,
1433191167240,460284,view,425294,
1440986444663,924839,transaction,173653,5380.0
1433140623697,629333,view,274425,
1433198875591,1025885,view,67486,
1433198898166,994200,view,821,
1433182912334,826578,view,96776,
1434558551484,337843,addtocart,212583,
1433184383528,667763,view,146630,
1433191765098,15613,view,89737,
1434510821309,527782,addtocart,368193,
1433172985504,1390955,view,81470,
1433720009720,380208,addtocart,139435,
1435632740876,277476,transaction,420960,4375.0
1433189610195,45207,view,161780,
1433971158491,1336835,addtocart,390611,
1434811061945,1167457,transaction,337512,15625.0
1433204621797,3739,view,53644,
1434399527832,213723,addtocart,59761,
1433198517285,1020169,view,39167,
1434590751677,462163,addtocart,414931,
1433217381864,609285,view,243250,
1434766120461,968647,addtocart,448124,
1433219195997,855974,view,35022,
1434078281310,465507,addtocart,26644,
1433639544816,435104,addtocart,48030,
1433907252081,505739,transaction,92678,1334.0
1433187839371,176404,view,300466,
1433193482371,610183,view,70575,
1434811059858,1167457,transaction,210373,15625.0
1433224498209,970474,view,324543,
1433140078328,61554,view,385691,
1433186026704,843120,view,357747,
1433800546269,1157167,transaction,8426,11603.0
1434643452999,521429,addtocart,79846,
1433173803379,112246,view,409923,
1434592348093,1134248,addtocart,376545,
1441043752691,77268,transaction,314657,12990.0
